clean_title,sentiment_from_rating
About earphones,1
Excellent,1
The best,1
Amazing Earphones,1
BESTEST PRODUCT,1
Perfect Earphone at this Price,1
Well built,1
Good Quality As Expected,1
Satisfied 3 months since purchase,1
Buy it,1
Superb,1
Decent buy,1
Best sound,1
Best product,1
Good option in this price range,1
Best headphones at minimum cost,1
Good Earphone at such a low price of 350,1
Best earphones for this budget,1
SOUND WAS GOOD AT HIGHER VOLUME,1
Usable but product needs enhancement from Boat,1
Good within budget product,1
Lasts longer mint purple,1
Worth Money Paid,1
Nothing,1
NOT BAD,1
Best Bass booster earpiece,1
Just awesome,1
Best earphones you will get for this price,1
Nice product,1
very super pakka pls buy it,1
Must buy product,1
Good product,1
Value for money,1
good,1
Nice sound,1
Nice product with pocket friendly price,1
Worth it,1
Decent,1
Nice product but not as i expected from boat,1
Good product,1
Exceptional noise cancellation with best bass quality,1
Body material is of cheap quality,1
It worked for more than 5 month,1
Good of pubg mobile gamers and for light music,1
Satisfied and must buy product,1
One of the best earphone,1
Boat BassHead,1
Worth the money,1
Built for rough and tough usage,1
Very good product,1
Best in range,1
More than average,1
Good,1
Superb value for money,1
Best product in this range I just loved it,1
Good for low price,1
Loved it,1
good,1
Worth To buy in this price,1
good,1
Met my expectations good headphone for the price,1
Best product,1
Impressed affordable price,1
Value for money,1
Good,1
Good product and has really nice sound quality,1
After one year the product is still good,1
Too pink,1
Received a broken piece,1
Just go for it,1
awesome product,1
Good,1
Worth the money,1
Main Thing Is Quality,1
Excellent product than expected,1
Good budget earphones,1
Great earphones,1
BASS review HONEST review,1
Best product,1
Go for it,1
Excellent quality,1
Value for money,1
Boat budget earphones,1
Ok,1
Good,1
Warranty service was awesome,1
Excellent,1
Worth the money,1
Good product,1
Good one,1
Loved this earphones,1
Great,1
Good,1
Nice,1
Great product,1
was not expecting this good,1
Good product,1
After a Year and a Half,1
Stopped working after 5 months,1
Excellent Headphones,1
Go for it,1
Amazing Product at 399,1
Awesome headphone must buy,1
Best in class,1
Boat is absolute quality,1
It fits well in ears,1
Awesome Sound,1
Worth the money,1
Recommended for others,1
Gud product,1
Decent at this price,1
Ok headphones for the price,1
BoAt for life,1
Just awsm,1
Perfect Sound,1
Heavy bass,1
Nice one,1
Not working properly,1
Best for its price,1
A good and sturdy product,1
Overall good,1
Good one for indoor uses,1
Awesome,1
Good,1
Microphone,1
Boat,1
Nice superb product value for money,1
Awesome audio quality but substandard mic,1
The best earphone under 500,1
The best earphones of all time,1
Bass good,1
My earphones are still working from day 1,1
Best In Industry Price,1
Good Product,1
Best,1
Worth buying,1
Best headphones in this price range,1
Loved it,1
Over all good,1
Quality Usage,1
Perfect for normal users,1
Superb Bass,1
Good earphones in low budget,1
Value for money,1
Good product,1
Boat works Again,1
Good stuff,1
highly recommend,1
Bass bht hard h,1
Good,1
Go for it,1
Good purchase,1
Product is worth its price,1
Boat headphone,1
Worth every penny,1
Worth it of cost,1
Best,1
Cheap Beat,1
Will last for 5 to 6 months,1
Worth Buying,1
Best for music and gaming,1
Value for money,1
Design was good,1
Plz add volume switches,1
Excellent,1
Happy with the purchase,1
Worth for the money,1
Very good as per price Durable,1
Super,1
Fantastic Experience,1
Value for money,1
Worth it,1
Amazing headphones for cheap price,1
lajawab product,1
Can go for it,1
It is very gud recommend to all,1
Good,1
Reasonable Price do not expect too much bass from this,1
Really good,1
Speedy delivery by Amazon,1
Value for money,1
Best headset for the cost,1
Budget friendly,1
Very good product,1
good,1
Super quality,1
Go for it,1
Very Good Product In This Price Recommended,1
Good one,1
Good one,1
Pretty impressive in this budget,1
Overall the Product is good Noise Cancellation feature does not works well,1
Great Product,1
Great product,1
Nice,1
My ear phone,1
Best one,1
Quite good,1
Good headphone,1
Cheap and best,1
Good for price,1
So far so very good,1
Earphones,1
Must buy,1
Value for money,1
Top class for this price,1
It very useful item,1
SURREAL,1
Good for this price range,1
Ok good,1
Best earphone I ever Bought,1
Worth for the price,1
Good sound quality,1
Nice product,1
Better choice for college students and for normal use,1
Amazing Purchase,1
Trustworthy brand,1
Mind blowing boat,1
Good but a bit uncomfortable,1
Best of best,1
Good,1
Beautifully designed functionally appealing,1
This product is not working as expected,1
Very Good,1
5 star product,1
Good,1
Worth the money,1
WFH essential,1
Good in low price range,1
Good,1
The best earphones under 500,1
No compromise in quality,1
Extra,1
Headphone,1
Nice product,1
Overall Great,1
Boat,1
Along with extra spare parts,1
It is just wow,1
Good,1
Good product,1
Very amazing product,1
Worth for money,1
It good,1
Surprisingly Good for 349 rs,1
Very satisfied,1
Nice product under 400,1
Value for money,1
As per price product works,1
Boat must buy,1
Greate at the price,1
Good,1
Delivers more than expected,1
Worth Money and Fast delivery,1
Seal sticker brocken,1
Do not think just buy,1
Must buy product,1
Good,1
Good product,1
Awesome Purchase,1
Kudos,1
Good quality for the price,1
Have been using them for 4 months now,1
Excellent product by boat company,1
Strongly Recommended,1
Ok,1
Best,1
well,1
Good low budget wired earphone,1
Budget Earphones,1
Good products,1
Awesome Go for it,1
Awesome product,1
Like It,1
Good product,1
Super buy,1
Awesome Product,1
350 mai or kya loge,1
Base is poor,1
Good quality,1
Affordable Good quality,1
Comfortable and affordable,1
Convinced I made a good choice,1
Worth more than your money,1
Value for money,1
Quality,1
Product Assembly Design needs to be improved,1
Thanks boak company and Amazon,1
Awesome,1
Does the job well,1
Nice products,1
value for money,1
Best product under this price range,1
Wrost product,1
Good Quality,1
Quiet sturdy,1
Base is not reached to my expectations,1
Good for music,1
Sound System Is Good But You Should Improve The Quality Of Sound Also,1
Plug into nirvana,1
I recommend boat original earphone,1
Great,1
Good earphone,1
Good,1
Best buy price,1
Boat Earphone,1
Good quality,1
Great In This Budget,1
Perfect color sound quality,1
The best,1
Best headphones,1
Ok product,1
Good sound quality,1
Very comfortable to ears,1
Best out of all the Brands,1
Best and cheapest branded earphones,1
Good Product Nice Audio Average microphone,1
Very good sound,1
Good Product,1
Buy it,1
Good Sound but need to more work on noise cancellation,1
Best in price range,1
Excellent earphones,1
Superb quality boat earphone,1
Value for money,1
Price worthy,1
Not suggested for music,1
Good but not best,1
Good,1
Ultimate product in this price go for it without thinking,1
Sound bass is great,1
Good,1
Works well,1
Cute mint green colour,1
If you want bass go for it,1
Good,1
Great experience,1
Poor experience of after sales service,1
Nice competitor to other expensive earphones,1
Good at this price,1
Best product,1
Value for money,1
Overall good,1
Value for money,1
Excellent,1
good quality,1
Value for money,1
Ear Phone Awesome Product,1
One of the Best In Ear headphones out there,1
good product and service,1
Useless Product,1
Good quality of sound and great mobility,1
Worth buying,1
Go for it Worth for this price,1
Good,1
Average sound quality,1
I got it just now Wait for review after some usage,1
Osm,1
It has very nice quality,1
Perfect,1
Can be better,1
Best boat wired ear phones at low cost,1
Best product ever,1
Awesome mostly,1
its average performance,1
As expected original product,1
Decent,1
Ronaldo,1
Good but do not use the pouch to store then,1
Awesome product,1
Budgeted buy,1
worth for money,1
One of my Fav BOAT ear Phones,1
Worth it,1
Justify price,1
Just AWESOME,1
Good product,1
Awesome,1
Movie quality earphones,1
Worth purchasing,1
Great Product,1
BOAT IS ALWAYS BEST OPTION,1
No need to review,1
Good for Official Team Skype call purpose,1
Value for money,1
Quality of wire and bass not good,1
Awesome sound quality,1
Sound quality warranty claim Superb,1
Good sound quality,1
Boat head phone,1
Worth the price,1
Best in the market,1
Bass is op,1
Good but price jayada hai,1
I am happy,1
Worth buying,1
Go for it,1
Clear audio,1
Amazing earphones better than mi earphones,1
Nice,1
Good,1
Best one,1
Good earpiece but not for bass lovers,1
Good quality,1
VFM,1
Awesome product,1
Great product for music lovers Noise cancellation is on the down side,1
Sound,1
Worth buying,1
good item as described bass oriented earphones with decent quality,1
good,1
H ear phones,1
Very good,1
Normally good,1
Epic stuff,1
Love it,1
Awesome earphones,1
Perfect at this price,1
A good one atleast you will not regret,1
Nice but not upto expectation,1
Good,1
Rating,1
Good quality,1
Go For Budget Friendly With A Very Good Quality,1
good value for money,1
Great audio,1
My pros and cons comparison,1
Worth every penny,1
Good product for decent price,1
top notch product,1
Nice product for the price range,1
Bang for the bucks,1
Good for the price Value for money,1
Does the job,1
Very good built and sound quality,1
I use 1 year and here is review,1
Best in this price range,1
Worth the price,1
Good quality,1
Do not go for this product,1
Good and worth buying,1
You can go for it without thinking twice,1
Good earphones,1
Budget earphone,1
Good one,1
Great,1
Good,1
Good product to buy for 350,1
BEST headsets MUST BUY,1
Ok types,1
Value for Money,1
Boat,1
Off is misleading,1
Bang for the buck,1
No pouch for white head set,1
Value for money,1
Ok,1
Love the quality of product,1
Detailed review of the product,1
I like this product So much His sound quality beat JBL sound quality,1
Bass Quality,1
Quality and Clear Sound,1
Quite nice for the price,1
Good,1
Not original,1
Long run headsets,1
Good Quality,1
Best at this price,1
Perfect for quality Sound Lovers,1
Good Headphones,1
Awsm,1
Worthy product,1
Good in ear head phone at this price,1
Good,1
boat 100 is the best under 400,1
Smart buy,1
Excellence speaker,1
nice product good sound quality,1
Totally worth every penny,1
Satisfied,1
Good product Go and buy it,1
Good buy,1
Very aggressively priced and a wonderful quality,1
Grab it,1
Good product for it is price,1
Great within it is cost,1
Best for Regular use,1
Good,1
Good qualit at low price,1
Good earphones,1
GOOD PRODUCT IN LOW PRICE,1
Bubble wrap packing was not present tht s why my product was little bit damaged,1
Mic too far,1
Good Purchase,1
Cannot be better at this trivial price,1
Bahot jaldi kahrab ho jata hai,1
Very Good product,1
Affordable lovely color with good sound quality,1
good,1
nice,1
For the price it is a steal,1
Substitute for JBL,1
worth buying,1
Value for money product,1
Awsm product,1
Good sound effect,1
Good,1
Good product If you have low budget then it is value for money,1
Nice one for 300 bucks,1
Not fully satisfied with audio quality,1
Good for every day use,1
Good value for money,1
It is worth buying,1
best quality headset,1
Boat ear piece,1
Awesome for music,1
Best product,1
Superb headphone,1
The best experience,1
Excellent we,1
Highly recommend,1
Amazing product,1
Good for you buddy,1
Thankyou Amazon for replacement default product now it as perfect bass sound in boAT headset,1
Absolutely worth it Buy it right now,1
Nice,1
Volume is good bass is OK,1
Great product worth the money,1
Good product,1
Go for it Worth money,1
Worth purchasing it,1
Good quality color,1
Good,1
one of the best earphones at this range,1
Good enough,1
Gud product,1
Affordable average but clear noise,1
Furious Red Earphones,1
Good,1
Nice and durable,1
Slippery,1
Worth product,1
A nice product at this price range,1
Good in the budget,1
Nice product,1
Simple but fantastic,1
Premium earphone and fabulous in this price range,1
Good one,1
Great side earphones expandable given price,1
Good product,1
Looks great and sounds awesome,1
Very nice,1
Trust worthy,1
This ear phone is very beautiful and nice it ints looks and very useful,1
On the spot,1
Good,1
Satisfied,1
Excellent product,1
Sound Not Working,1
WoW Amazing Sound quality and Bass,1
Quality,1
LOVELY,1
Good product value for money,1
Best wired earphones under this price range,1
pretty nice,1
Overall a good product in this price range,1
Good in a less amount but have to modify it,1
Worth it,1
Very good at comfort,1
Great sound and bass at this price point,1
Good but cost is more,1
Awesome,1
Good purchase,1
great boat,1
Good quality at best price,1
Go for it,1
Started giving problems,1
Superb sound reasonable price,1
recommended,1
What is nice,1
Nice,1
Nice product,1
good,1
long term review 7 months,1
Work as expected,1
Worth it,1
Waste of money,1
Jakassss,1
Durable and good for regular use,1
No bass,1
Decent for price,1
Rockheads,1
So far so good,1
Good product,1
Quality headphones at a reasonable price,1
Worth with the price of 300 399,1
Best budget earphone,1
Great,1
Value for money,1
Good piece,1
Excellent product,1
Best earphones,1
Deal steal,1
Good,1
Nice product,1
Best sound quality in low cost,1
Good,1
Overall good performance,1
Comfortable in ear earphones,1
go for it,1
for the price it ows 5 stars,1
Good in this price range,1
Satisfied,1
Worth it,1
best headphones for normal music and voice calls in price,1
Satisfied with my purchase,1
After one month use,1
good one,1
Boat is best in Music,1
Nice,1
Value for money,1
Received a damaged one although both the ears are working perfectly butbthe wire is cut,1
Good,1
Okay Product,1
Good sound quality,1
Worth Buy,1
Good,1
Best brand earphones value for money,1
Worth it,1
Worth the price,1
Too pricy,1
Very nice,1
Highly recommended easy to use but delicate,1
Perfect product,1
Awesome,1
Good sound quality,1
Good,1
Value for money GR8 stuff for affordable price,1
Value for money,1
value for money,1
Very good build quality,1
Good,1
Excellent Product,1
quality,1
Headphones worth it,1
Disturbing bass but overall product is good,1
Awesome product with this price,1
Good buy,1
Good,1
Must buy,1
1 year product,1
Good quality,1
very good product,1
Good Quality,1
Super,1
Very good,1
Good product,1
Value for money,1
Value for money product,1
Awesome at affordable prices,1
Good,1
Nice one,1
Excellent sound quality,1
Great durability,1
Value for Money,1
Overall nyc product,1
Good,1
Good,1
Good product from Boat,1
Satisfied with the product,1
Surprisingly awesome,1
Worthy for each penny spent,1
Good,1
Nice,1
Super earphone,1
Very good,1
Sound quality is excellent of this headphone,1
Value of money,1
Replacement request,1
Good Quality,1
Good one,1
Excellent quality,1
Very good product for daily use,1
Best,1
Good job boat,1
Good earphone,1
Best product in that range,1
Amazing nothing to worry about,1
Very good,1
A very good buy Go for it,1
Smooth sound and call quality,1
Good Product,1
Easy and best,1
Value for money,1
Good one,1
It is just like Normal earphones,1
Good deal,1
Best wired earphone from boAt,1
Value for money,1
Awesome,1
Great product for this price,1
Amazing,1
Good product,1
good product,1
Good product,1
Boat,1
Good one,1
Wonderful,1
Nice purchase,1
Good Product,1
GENUINE QUALITY,1
MADE IN INDIA GOOD QUALITY EARPHONE,1
Great product,1
Awesome as always,1
Best under 500,1
Best product to buy,1
Value for money,1
Quality and sound is okay,1
Great product for the price,1
Headset,1
Good for its price,1
Perfect product for music lovers,1
Good buy,1
Its really good,1
Good,1
Good one,1
The best headset ever at a low price range,1
Best,1
Good,1
Good product,1
Good,1
Good,1
OK for the price,1
Values 4 money,1
Amazon 1,1
Good bass Fits nice in your ears,1
Orginal boat headphone,1
Good product,1
Worth the money,1
Nice earphone,1
Good product,1
No regrets Boat bassheads are best,1
One word just awesome,1
Awesome product but can be much better,1
Best in the price range Awesome,1
Great buy,1
Noice cancelation is very good in this product,1
Good earphones with good sound quality,1
Use time,1
Good but not very good,1
Recommend one,1
Best product Boat,1
One of the best product at this price point,1
Good product,1
Good product,1
Cost effective earphones,1
Good quality earphones,1
Worth for money,1
Incredible,1
Must Buy,1
Excellent Product,1
Good product and quality,1
Fantastic,1
overall good product,1
Good as price range,1
Mic Placement,1
Very good,1
Great buy Value for money,1
Good product at this price,1
good,1
Good,1
Exceptional,1
Good,1
Superb sound,1
Great Product,1
Go ahead and buy it,1
Incredible Earphone,1
Good,1
Awesome The best in earbuds,1
Very Good product,1
a good purchase,1
A decent earphone,1
Go for it,1
Everything is excellent but quality of wire is lagging,1
Value for money,1
Excellent at this price point,1
Indeed best,1
Paisa wasool,1
OK OK product,1
Awesome earphones sounds quality,1
Good sound but mic stopped,1
Awesome product in this range thanks to boAt,1
Value for money,1
Good product,1
Good product,1
AWESOME PRODUCT,1
You choose the right one,1
Better than the competitors,1
Good,1
Decent product,1
If price is less rhan 300 then ok ok Otherwise wait,1
best in budget,1
Value For Money,1
Nice product,1
Amazing,1
If ur a music producer or music lover you can buy this,1
Good product worth buying,1
Love you amazon boat co,1
Really good product,1
Worth to buy it,1
Good Earphone No issues,1
Great at this price range,1
Nice budget earphones,1
Sound quality is decent,1
Good quality in budget,1
Value for money good quality,1
Best in sound and price,1
Nice,1
Worth for money,1
Truly Plugs to Nirvana Quality,1
Best product,1
Average,1
Ture to price,1
Great sound for this price,1
Super,1
Worth buying,1
Fantabulous,1
Made in india originally,1
Good not excellent,1
Worth the money,1
Getting damageear phones using for laptop,1
Overall good,1
Budget friendly,1
DO NOT BUY,1
Highly Recommended Totally worth it,1
Vara level headphone boat,1
Value for money product good accessoires provided with earphones in just Rs 400,1
Boat basshead 100,1
Best headphone for my Realme 1,1
Worth for the price,1
Worth buying,1
Good option for this price,1
Good product worth the money,1
Good quality and worth for offer price,1
Good one for people who cannot live without earphones,1
Goood for gaming,1
Durable and good budget earphones,1
Worth for money,1
A deal to go for,1
Good Earphone,1
Nice,1
Sturdy and durable,1
Affordable value for money good sound quality,1
Good buy,1
Decent ear phones for the price,1
Worth it,1
Good,1
Best Earphone at this Price,1
Affordable and worth the money,1
Awesome,1
A good product overall,1
Best One Fully Recommend,1
Worthy,1
Average sound quality,1
Go for it,1
Good product,1
Decent Base and quality sound with in this price range,1
Good Earphones in budget,1
Best earphone at this price,1
Good to buy,1
Better quality,1
Good,1
Good earphones with Good service,1
Good loved the thread work,1
Good,1
Nice product in this price range compared to other brands,1
Worth for price but average,1
Pros and cons,1
Pretty good performance overall,1
Serves the purpose,1
It is really good,1
Excellent,1
Go for it,1
Bad experience,1
Does what it claims to do,1
It is good value for the money,1
Best for the price range,1
Fine,1
A great deal,1
Really good item,1
Good audio Poor mic,1
It works well,1
Good Customer Service,1
review after 1 year,1
Decent Quality For Rough Use At Best Price,1
Awesomeee,1
Great earphones,1
Good ones,1
Excellent ear phones,1
Amazing product,1
I love it,1
At less price,1
Super,1
Okayish,1
Kaam chalau,1
Worth The Money,1
Worth every penny,1
Good for this price,1
Absolutely worth the money,1
Great product,1
Cheap build quality,1
Pink color Boat headset,1
Nice budget buy,1
Awesome,1
Right side stopped working within 3 months,1
Fantastic product for 399,1
Good option for low price range,1
Okey not very good and not bad,1
good product at this price range,1
Good Product,1
Much Good,1
Almost an all rounder,1
I like it,1
Love it,1
Best Best Best,1
Nice,1
Good product,1
Overall was worth it Recommended,1
Worth buying,1
Fits perfect in ear,1
Amazing,1
Value for money,1
Worthless do not buy,1
Amazing sound quality in this price range,1
Good Bass and sound quality,1
Quality look amazing Got compliments for colour,1
Great Budget earphone,1
Worth the money,1
Okayish,1
Proudly Indian and Best quality earphones at reasonable price,1
Value for money Product,1
Worth it,1
Happy with the items in the box,1
Ear phones are given with a small pauch and spere ear buds,1
Value for Money and Worth buying for regular daily usage,1
Good,1
Value for money,1
Good product,1
Value for money,1
Satisfied,1
good earphones,1
The Product Is Overall 10 Out of 10,1
Mind blowing earhphones,1
My earphones convert into my stethoscope,1
For 500rs this is Perfect,1
Good product Bass quality could be made better,1
Not sturdy,1
Go for it,1
Best in this price range Reviewing after 4 month of use,1
80 out of 100 bass If you have Dolby Atmos choose this,1
Nice Indian brand,1
This Ear phone is awesome,1
Awesome 7 months and still counting,1
Satisfactory,1
Super,1
Nice product,1
Need to keep mic to top,1
Nice,1
I like this,1
Best in this Price,1
Good one other for long term uses,1
Overall good,1
Awesome sound quality,1
Not upto the BOAT standards,1
Worth every penny,1
Not so Good Deal,1
Thank you so much,1
Nice Bass Product,1
Awesome,1
Super comfy and can be used for a long time,1
Boat earphones superb earphones,1
The perfect headset within a grand,1
Very nice sound quality,1
Value for money,1
Best purchase,1
nice,1
Excellent,1
Best product,1
One of My favourite Spot,1
Perfect,1
Fantastic,1
Best wired earphones,1
BoAt rockerz always rocks,1
Great value for money,1
Good product,1
Value for money,1
Sound Quality is awesome,1
Value for money,1
G faad bass,1
Excellent,1
Good one in this price range,1
Good at this price,1
Good headset at a low price,1
Best earphones worth of money,1
Worth the price,1
Excellent earphone in price range,1
Durable with good sound quality,1
Very nice,1
SUPER R R R,1
Best at this price,1
Fantastic for this Price point,1
Good product,1
Nice go for it,1
Decent quality at affordable price range,1
Good earphones,1
price,1
Worth the money,1
Class at reasonable prices,1
Vual for money,1
Good,1
Value for money,1
Good For Travelling,1
The product is good and as expected,1
Non operational one ear plug,1
High quality Bass,1
Value for money,1
Noise from left earpiece,1
Good product,1
Bass Bass need some extra bass,1
The quality is good,1
Good investment,1
Value for money,1
Good Sound Quality earphones,1
Good earphones with good sound quality,1
Noise cancelation and Mike placement is bad,1
Good one just buy it,1
Boat at it is best,1
Good Quality,1
Nice product,1
good,1
good audio quality but cable is very thin easily breakable,1
Decent product,1
Good,1
Sound,1
Great quality,1
Blinding go for it Very good quality,1
Good quality product,1
Good product,1
Good product Worth in this price range,1
It is a good purchase,1
Best affordable product,1
A Quality Indian 5 star product,1
Very good at affordable price,1
Very Durable Very Recommended,1
Good Product,1
GREAT but,1
Best in class,1
Good product under 400,1
Fine,1
For Daily use this earphone is best,1
My review,1
Good budget earphones,1
Good quality product,1
Solid product,1
Great,1
Decent buy,1
Nice one,1
Best quality,1
Nice Boat HeadSet,1
Value for money,1
Great Product I have got from Amazon Boat,1
Good product,1
All izz Well with this Boat Headphones Hunt it,1
Good Product,1
Best quality,1
Boats is good,1
Good earphones for the budget good one for bgmi pubg also,1
Good quality product,1
OK,1
Must purchase when new mbls not offering headsets,1
Good,1
Nice product from baAt,1
Average,1
Good quality sound,1
Nice productivity and packing,1
Nice product,1
Worth buying Build quality is good Sounds amazing,1
Nices,1
Decent earphones at this price,1
Nice Product,1
Super product,1
Good Product,1
Good,1
Overall Good,1
Good,1
Good one in this price range,1
Good,1
Good quality,1
Fine,1
very good sound quality compared with other boat 650 cost metallic,1
Good,1
Truly BassHead,1
Replacement Review,1
Product looking is so nice and quality also good,1
Excellent sound quality,1
My earphones are amazing,1
HONEST 2 YEARS REVIEW,1
pretty good product,1
Just go for it,1
Good,1
Good one at a low price and attractive colours,1
Best,1
Overall ok,1
Budget Earphones,1
Price is high,1
Tahe,1
Good service by boat,1
Nice product,1
5 star,1
Durable is the only word,1
Good sound quality,1
boat earphones,1
Worth buying,1
Just Okey,1
Earphones on sail,1
Best earphones under 400,1
Average,1
Iam Satisfied,1
Stopped working,1
Product Detail,1
PRODUCT IS AMAZING,1
Good one,1
Good sound quality,1
Nice Product by BoAt,1
A good product,1
Awesome,1
Value for money,1
Quality,1
Excellent product,1
Great but some minor inconvenience,1
Boat headphones,1
Good product,1
Good earphones,1
boAt Bassheads 100 in Earphone,1
Best budget headphone,1
Just go for it,1
Classic earphone in Met BLACK Color,1
at the given price the quality is fair,1
Works fine for this price range,1
Go for it,1
good product,1
Amazing product,1
Worth to buy,1
Good sound and can be bought by mediocre music lovers,1
Lightweight,1
BEST IN CLASS,1
Good quality product,1
What do you want at this price It is Good,1
Satisfied,1
Boat headset review,1
Loved it,1
Nice sound quality,1
Quality of boAt earphone,1
Gud,1
Very nice product,1
Design is good,1
A good product,1
Best quality and this will work for long time without any problems,1
Very good product it is worth buying,1
Great eraphones,1
Good,1
Worth buying,1
Good for the price range,1
Best,1
Ok product,1
Not for music lover,1
GOOD,1
good quality,1
good,1
Must buy for this price,1
Must Buy Product believe me,1
Value for money,1
Decent Product,1
Value for money,1
Good product,1
Good Earphones tested On Oppo Nokia Samsung,1
Great product,1
Bought this twice great sound quality,1
good,1
Amazing sound quality,1
Sound quality is too good,1
Too good for the price,1
Good,1
Good for the buck,1
boom in small box,1
Value for money product,1
Good quality at this price,1
Good product,1
Value for money,1
Best beats,1
Good,1
Not enough bass,1
Okie Not bad,1
Nice,1
Bass is good,1
Basic value for money headset,1
Go to earphones and gift,1
Happy Purchase with Amazon,1
Sound quality,1
Good product,1
Best Audio Quality,1
Good for regular use,1
Do buy it,1
Value for money,1
Amazing,1
If there is an offer you must purchase this product,1
Cool,1
good,1
Review,1
Good enough for budget earphones,1
Nice headphones,1
Value for money,1
Worth buying,1
First opinion,1
Good,1
Good product,1
Good product under 400,1
I love you boat,1
Awesome,1
Awesome product,1
Worth each penny,1
Satisfied,1
Sound on,1
quality worth of money,1
Worthy,1
Best Sound Experience Under Budget,1
Bad Packaging for a Good product,1
It is really a good product,1
Not support on Redmi note 7 pro But this headphone working my old mobile,1
Good to use,1
WORTH,1
Excellent product excellent service by Amazon,1
Excellent,1
Value for money,1
Highly recommended Best sound quality,1
Good product at a good price,1
Awesome at this price,1
Good one,1
Good,1
Best buy in a long time,1
Not suitable for discord,1
Overall good,1
Excellent product,1
VALUE FOR MONEY,1
Just buy it,1
Nice,1
Looks good sound is good,1
Good quality comfortable for ears But color not as shown Disappointed with color,1
good,1
5 5 star BoAt hearphone king of sound,1
Overall Sound quality is good,1
Superb sound quality,1
Comfortable and amazing sound quality,1
Great for 380bucks,1
Great product,1
Go for it,1
got damaged before 1 yr,1
Review after use,1
Nice one,1
Greatly satisfied,1
Good product but not for Redmi Note 8,1
I need help,1
Good product at this price but can be better,1
Good but not worth the price,1
Best in class,1
Good buy,1
Good,1
Very good,1
Amazing,1
Tq,1
Overall Good except mic,1
Nice product good quality,1
Value for money,1
Value for money Nice sound quality,1
THE MICROPHONE QUALITY WAS SOO GOOD,1
Very nice,1
Nice,1
Works atleast for a year,1
A good product at this price range,1
I m not using this on daily or regular bases,1
Compact device,1
Value for money,1
Satisfied with the product,1
Good,1
Sound quality is so good,1
Quality product very happy,1
A real gem,1
Excellent,1
Amazing buy but below 400,1
Good,1
Bad,1
Value for money,1
Value for money Indian Product,1
Nice,1
Worth for money,1
Ok,1
Nice one,1
Quality Headphones under 500,1
Nice product,1
Good buy,1
Never expected this good,1
Price worthy and best brand,1
Quite good sound quality and comfortable fit,1
Go for it,1
GREAT PRODUCT,1
Just go for it without second thoughts,1
awesome,1
Just go for it,1
Not bad,1
Works good,1
I LIKE IT,1
Decent quality at the price,1
Not working after 2 months,1
Good product,1
Features,1
Value for money,1
Excellent buy,1
Good,1
Fabulous headset,1
Nice,1
Value for money,1
Its grt,1
Best and budget earphones,1
Very good product,1
Good Loud earphone with bass V s less than mi basic,1
It is an okay product,1
Excellent Quality,1
Not a bad deal in 359,1
First 30 seconds impression,1
Ok,1
Liked it,1
Good,1
Excellent,1
It is a good product go for it,1
Too good ear phone at good price,1
The boat with Bass BWB,1
Superb,1
What more to ask,1
Price dropped after ordering,1
Best for talking surely not for bass lover,1
Earphones best from boat,1
It is not working need a replacement,1
Value for money,1
Best budget earbuds,1
Good,1
Value for the money,1
good quality,1
Amazing product,1
Excellent,1
Best Earphones,1
Perfect product,1
Thanq Amazon,1
GOOD PRODUCT,1
Good quality earphones,1
Good Product Some improvement needed in Jack,1
Amazing earphone but one part is not working Please reply boat,1
Awesome product,1
My favorite earphones so far,1
Ok ok product,1
Affordable long lasting,1
Money worthy,1
Good product,1
Perfect Choice,1
Good,1
Excellent product,1
11 10 do not hesitate buy it,1
Glidges are there,1
Nice,1
Headphone jack,1
It is good bass is osum and terable is just good over all it is a nice one,1
Simply good and Worth of Spending Money,1
Excellent in heavy duty,1
Better for calling not so impressive for music,1
Boat ear phone,1
MET MY EXPECTATION,1
Good product at such low price,1
love it value for money love it,1
Nice product,1
Build n sound Quality is very good with medium bass,1
Good product at this price,1
EARPHONE WORKS GOOD,1
Awsm product,1
Great product,1
Must buy item and worth the money,1
Value for money,1
Go for it,1
Best product at its price,1
Good quality,1
Quality at its best price,1
Highly recommended,1
Ordered 5pair of these Amazing product,1
Good,1
Perfect For a Year,1
Sound quality Deep bass,1
Good ones but not than mi,1
BEST FOR PRICE,1
Quality,1
Super quality,1
2 months review,1
Cheap and good,1
Not so good,1
Good product,1
Good product,1
Boom Sound,1
Good,1
Good,1
Good except for Mic height,1
Worth,1
Best buy,1
Acceptable,1
One side defect,1
The family headset,1
Best Headphones,1
Best headphones till date,1
Best Product,1
Good for basic,1
But the wires are to thin,1
Good Earphone with mic,1
Low bass,1
Worth,1
Perfect Headphone,1
Excellent Sound,1
Good,1
Good,1
Superb product,1
Awesome product ever got,1
Not for audiophile,1
Super quality,1
Good for music lovers not good for calling purpose,1
Good,1
Nice product,1
No satisfaction to this ear phones,1
Good bass and music quality,1
Amazing,1
Love this color,1
Gud,1
Buy worth it,1
Okay,1
Good product,1
Comfort,1
GOOD PR8,1
The bass is Very Good,1
Best in class ear piece,1
Good earphone,1
Amazing,1
Excellent Sound Quality,1
Buy at Rs 349 reviewing after 2 months,1
For Indian music,1
Good product to buy in range of Rs 400 to Rs 500,1
A great purchase,1
Good,1
Good,1
Good one at this price range,1
Worth the price,1
Awesome at this price,1
Good at this price,1
Frugal approach,1
Compared with Sony,1
Go for it NOW,1
